date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file
"2025-01-10,18:01:40",[  193] ,[ 1259] *,[  692] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180140_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180140_foto_normalized.npy
"2025-01-10,18:01:48",[  194] ,[ 1259] *,[  692] ,[ 1420] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1796] *,[   93] ,20250110_180148_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180148_foto_normalized.npy
"2025-01-10,18:01:55",[  193] ,[ 1257] *,[  691] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180155_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180155_foto_normalized.npy
"2025-01-10,18:02:03",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180203_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180203_foto_normalized.npy
"2025-01-10,18:02:10",[  193] ,[ 1257] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180210_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180210_foto_normalized.npy
"2025-01-10,18:02:18",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180218_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180218_foto_normalized.npy
"2025-01-10,18:02:25",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  614] ,[  390] ,[ 1793] *,[   92] ,20250110_180225_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180225_foto_normalized.npy
"2025-01-10,18:02:33",[  193] ,[ 1259] *,[  691] ,[ 1418] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180233_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180233_foto_normalized.npy
"2025-01-10,18:02:41",[  193] ,[ 1258] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180241_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180241_foto_normalized.npy
"2025-01-10,18:02:48",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1795] *,[   93] ,20250110_180248_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180248_foto_normalized.npy
"2025-01-10,18:02:57",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180257_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180257_foto_normalized.npy
"2025-01-10,18:03:04",[  193] ,[ 1259] *,[  691] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180304_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180304_foto_normalized.npy
"2025-01-10,18:03:25",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180325_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180325_foto_normalized.npy
"2025-01-10,18:03:38",[  193] ,[ 1259] *,[  691] ,[ 1420] *,[ 1513] *,[  960] ,[  616] ,[  390] ,[ 1794] *,[   93] ,20250110_180338_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180338_foto_normalized.npy
"2025-01-10,18:03:50",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180350_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180350_foto_normalized.npy
"2025-01-10,18:04:05",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1796] *,[   93] ,20250110_180405_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180405_foto_normalized.npy
"2025-01-10,18:04:18",[  187] ,[ 1202] *,[  671] ,[ 1375] *,[ 1468] *,[  916] ,[  592] ,[  377] ,[ 1853] *,[   96] ,20250110_180418_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180418_foto_normalized.npy
"2025-01-10,18:04:28",[  175] ,[ 1038] *,[  599] ,[ 1242] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180428_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180428_foto_normalized.npy
"2025-01-10,18:04:45",[  176] ,[ 1039] *,[  600] ,[ 1242] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2001] **,[  102] ,20250110_180445_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180445_foto_normalized.npy
"2025-01-10,18:04:59",[  175] ,[ 1038] *,[  600] ,[ 1241] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180459_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180459_foto_normalized.npy
"2025-01-10,18:05:14",[  175] ,[ 1037] *,[  599] ,[ 1240] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180514_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180514_foto_normalized.npy
"2025-01-10,18:05:26",[  176] ,[ 1039] *,[  600] ,[ 1241] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2002] **,[  102] ,20250110_180526_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180526_foto_normalized.npy
"2025-01-10,18:05:39",[  178] ,[ 1095] *,[  627] ,[ 1288] *,[ 1381] *,[  835] ,[  549] ,[  352] ,[ 1953] *,[  100] ,20250110_180539_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180539_foto_normalized.npy
"2025-01-10,18:05:51",[  178] ,[ 1093] *,[  626] ,[ 1287] *,[ 1378] *,[  833] ,[  548] ,[  352] ,[ 1955] *,[  100] ,20250110_180551_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180551_foto_normalized.npy
"2025-01-10,18:06:04",[  187] ,[ 1200] *,[  671] ,[ 1372] *,[ 1465] *,[  915] ,[  592] ,[  377] ,[ 1853] *,[   95] ,20250110_180604_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180604_foto_normalized.npy
"2025-01-10,18:06:17",[  185] ,[ 1180] *,[  663] ,[ 1356] *,[ 1449] *,[  899] ,[  583] ,[  372] ,[ 1873] *,[   96] ,20250110_180617_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180617_foto_normalized.npy
"2025-01-10,18:06:31",[  176] ,[ 1039] *,[  600] ,[ 1241] *,[ 1333] *,[  789] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180631_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180631_foto_normalized.npy
"2025-01-10,18:06:45",[  176] ,[ 1038] *,[  600] ,[ 1241] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180645_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180645_foto_normalized.npy
"2025-01-10,18:06:58",[  176] ,[ 1039] *,[  601] ,[ 1242] *,[ 1334] *,[  791] ,[  525] ,[  339] ,[ 2002] **,[  102] ,20250110_180658_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180658_foto_normalized.npy
"2025-01-10,18:07:12",[  176] ,[ 1039] *,[  601] ,[ 1243] *,[ 1335] *,[  793] ,[  526] ,[  339] ,[ 2005] **,[  102] ,20250110_180712_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180712_foto_normalized.npy
"2025-01-10,18:07:21",[  176] ,[ 1038] *,[  601] ,[ 1242] *,[ 1333] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180721_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180721_foto_normalized.npy
"2025-01-10,18:07:28",[  176] ,[ 1038] *,[  601] ,[ 1242] *,[ 1334] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180728_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180728_foto_normalized.npy
"2025-01-10,18:07:36",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1334] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180736_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180736_foto_normalized.npy
"2025-01-10,18:07:51",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1331] *,[  790] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180751_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180751_foto_normalized.npy
"2025-01-10,18:08:02",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  790] ,[  525] ,[  338] ,[ 1999] *,[  102] ,20250110_180802_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180802_foto_normalized.npy
"2025-01-10,18:08:16",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  791] ,[  526] ,[  339] ,[ 1999] *,[  102] ,20250110_180816_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180817_foto_normalized.npy
"2025-01-10,18:08:30",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180830_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180830_foto_normalized.npy
"2025-01-10,18:08:43",[  176] ,[ 1038] *,[  601] ,[ 1240] *,[ 1331] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180843_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180843_foto_normalized.npy
"2025-01-10,18:08:59",[  176] ,[ 1038] *,[  601] ,[ 1240] *,[ 1331] *,[  789] ,[  524] ,[  339] ,[ 1998] *,[  102] ,20250110_180859_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180859_foto_normalized.npy
"2025-01-10,18:09:10",[  186] ,[ 1183] *,[  665] ,[ 1358] *,[ 1450] *,[  901] ,[  584] ,[  373] ,[ 1868] *,[   96] ,20250110_180910_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180910_foto_normalized.npy
"2025-01-10,18:10:56",[  212] ,[ 1386] *,[  738] ,[ 1516] *,[ 1609] *,[ 1054] *,[  665] ,[  418] ,[ 1649] *,[   86] ,20250110_181056_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_181056_foto_normalized.npy
"2025-01-10,18:11:04",[  212] ,[ 1385] *,[  738] ,[ 1516] *,[ 1607] *,[ 1053] *,[  665] ,[  418] ,[ 1648] *,[   86] ,20250110_181104_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_181104_foto_normalized.npy
