date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file
"2025-01-11,15:42:41",[  218] ,[ 1434] *,[  761] ,[ 1555] *,[ 1651] *,[ 1075] *,[  686] ,[  424] ,[ 2017] **,[   98] ,20250111_154241_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154241_foto_normalized.npy
"2025-01-11,15:42:48",[  218] ,[ 1433] *,[  761] ,[ 1554] *,[ 1651] *,[ 1075] *,[  686] ,[  424] ,[ 2015] **,[   98] ,20250111_154248_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154248_foto_normalized.npy
"2025-01-11,15:42:56",[  218] ,[ 1433] *,[  761] ,[ 1554] *,[ 1650] *,[ 1075] *,[  686] ,[  424] ,[ 2015] **,[   98] ,20250111_154256_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154256_foto_normalized.npy
"2025-01-11,15:43:06",[  218] ,[ 1434] *,[  761] ,[ 1554] *,[ 1650] *,[ 1074] *,[  686] ,[  424] ,[ 2014] **,[   98] ,20250111_154306_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154306_foto_normalized.npy
"2025-01-11,15:43:14",[  218] ,[ 1434] *,[  760] ,[ 1554] *,[ 1649] *,[ 1074] *,[  686] ,[  424] ,[ 2013] **,[   98] ,20250111_154314_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154314_foto_normalized.npy
"2025-01-11,15:43:22",[  218] ,[ 1435] *,[  761] ,[ 1554] *,[ 1649] *,[ 1075] *,[  686] ,[  424] ,[ 2013] **,[   98] ,20250111_154322_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154322_foto_normalized.npy
"2025-01-11,15:43:30",[  218] ,[ 1434] *,[  761] ,[ 1554] *,[ 1649] *,[ 1074] *,[  686] ,[  424] ,[ 2013] **,[   98] ,20250111_154330_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154330_foto_normalized.npy
"2025-01-11,15:43:39",[  218] ,[ 1434] *,[  761] ,[ 1554] *,[ 1649] *,[ 1074] *,[  685] ,[  424] ,[ 2012] **,[   98] ,20250111_154339_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154339_foto_normalized.npy
"2025-01-11,15:43:47",[  218] ,[ 1434] *,[  761] ,[ 1554] *,[ 1649] *,[ 1073] *,[  685] ,[  424] ,[ 2012] **,[   98] ,20250111_154347_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154347_foto_normalized.npy
"2025-01-11,15:43:56",[  218] ,[ 1434] *,[  761] ,[ 1554] *,[ 1649] *,[ 1074] *,[  685] ,[  424] ,[ 2012] **,[   98] ,20250111_154356_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154356_foto_normalized.npy
"2025-01-11,15:44:04",[  218] ,[ 1434] *,[  761] ,[ 1553] *,[ 1648] *,[ 1073] *,[  685] ,[  424] ,[ 2012] **,[   98] ,20250111_154404_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154404_foto_normalized.npy
"2025-01-11,15:44:15",[  218] ,[ 1434] *,[  761] ,[ 1553] *,[ 1649] *,[ 1073] *,[  686] ,[  424] ,[ 2013] **,[   98] ,20250111_154415_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154415_foto_normalized.npy
"2025-01-11,15:44:23",[  218] ,[ 1434] *,[  761] ,[ 1553] *,[ 1648] *,[ 1073] *,[  685] ,[  424] ,[ 2012] **,[   98] ,20250111_154423_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154423_foto_normalized.npy
"2025-01-11,15:44:31",[  217] ,[ 1432] *,[  759] ,[ 1551] *,[ 1647] *,[ 1072] *,[  685] ,[  423] ,[ 2011] **,[   98] ,20250111_154431_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154431_foto_normalized.npy
"2025-01-11,15:44:39",[  217] ,[ 1432] *,[  760] ,[ 1551] *,[ 1647] *,[ 1073] *,[  685] ,[  423] ,[ 2010] **,[   98] ,20250111_154439_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154439_foto_normalized.npy
"2025-01-11,15:45:36",[  217] ,[ 1432] *,[  760] ,[ 1550] *,[ 1646] *,[ 1072] *,[  684] ,[  423] ,[ 2009] **,[   98] ,20250111_154536_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154536_foto_normalized.npy
"2025-01-11,15:45:47",[  217] ,[ 1432] *,[  760] ,[ 1551] *,[ 1647] *,[ 1072] *,[  685] ,[  423] ,[ 2009] **,[   98] ,20250111_154547_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154547_foto_normalized.npy
"2025-01-11,15:45:55",[  218] ,[ 1433] *,[  760] ,[ 1551] *,[ 1647] *,[ 1072] *,[  684] ,[  424] ,[ 2008] **,[   98] ,20250111_154555_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154555_foto_normalized.npy
"2025-01-11,15:46:04",[  217] ,[ 1432] *,[  760] ,[ 1550] *,[ 1646] *,[ 1072] *,[  684] ,[  423] ,[ 2008] **,[   98] ,20250111_154604_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154604_foto_normalized.npy
"2025-01-11,15:46:13",[  217] ,[ 1433] *,[  759] ,[ 1550] *,[ 1646] *,[ 1072] *,[  684] ,[  423] ,[ 2008] **,[   98] ,20250111_154613_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154613_foto_normalized.npy
"2025-01-11,15:46:23",[  218] ,[ 1433] *,[  760] ,[ 1551] *,[ 1646] *,[ 1072] *,[  684] ,[  423] ,[ 2009] **,[   98] ,20250111_154623_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154623_foto_normalized.npy
"2025-01-11,15:46:32",[  217] ,[ 1433] *,[  760] ,[ 1550] *,[ 1646] *,[ 1071] *,[  684] ,[  423] ,[ 2007] **,[   98] ,20250111_154632_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154632_foto_normalized.npy
"2025-01-11,15:46:43",[  217] ,[ 1432] *,[  760] ,[ 1550] *,[ 1646] *,[ 1072] *,[  685] ,[  423] ,[ 2009] **,[   98] ,20250111_154643_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154643_foto_normalized.npy
"2025-01-11,15:47:00",[  217] ,[ 1431] *,[  759] ,[ 1550] *,[ 1644] *,[ 1071] *,[  683] ,[  423] ,[ 2005] **,[   98] ,20250111_154700_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154700_foto_normalized.npy
"2025-01-11,15:47:14",[  217] ,[ 1432] *,[  759] ,[ 1549] *,[ 1644] *,[ 1071] *,[  684] ,[  423] ,[ 2007] **,[   98] ,20250111_154714_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154714_foto_normalized.npy
"2025-01-11,15:47:29",[  217] ,[ 1431] *,[  759] ,[ 1547] *,[ 1643] *,[ 1070] *,[  683] ,[  423] ,[ 2005] **,[   98] ,20250111_154729_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154729_foto_normalized.npy
"2025-01-11,15:47:45",[  217] ,[ 1429] *,[  758] ,[ 1547] *,[ 1642] *,[ 1069] *,[  682] ,[  422] ,[ 2003] **,[   98] ,20250111_154745_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154745_foto_normalized.npy
"2025-01-11,15:48:02",[  217] ,[ 1431] *,[  760] ,[ 1548] *,[ 1643] *,[ 1071] *,[  683] ,[  423] ,[ 2005] **,[   98] ,20250111_154802_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154802_foto_normalized.npy
"2025-01-11,15:48:26",[  217] ,[ 1429] *,[  758] ,[ 1547] *,[ 1642] *,[ 1069] *,[  682] ,[  422] ,[ 2001] **,[   97] ,20250111_154826_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154826_foto_normalized.npy
"2025-01-11,15:48:46",[  217] ,[ 1431] *,[  759] ,[ 1548] *,[ 1643] *,[ 1070] *,[  683] ,[  422] ,[ 2004] **,[   98] ,20250111_154846_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154846_foto_normalized.npy
"2025-01-11,15:48:59",[  206] ,[ 1336] *,[  725] ,[ 1474] *,[ 1570] *,[  999] ,[  645] ,[  401] ,[ 2094] **,[  102] ,20250111_154859_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154859_foto_normalized.npy
"2025-01-11,15:49:13",[  195] ,[ 1205] *,[  672] ,[ 1369] *,[ 1464] *,[  901] ,[  592] ,[  372] ,[ 2202] **,[  107] ,20250111_154913_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154913_foto_normalized.npy
"2025-01-11,15:49:27",[  192] ,[ 1144] *,[  643] ,[ 1318] *,[ 1413] *,[  854] ,[  568] ,[  358] ,[ 2245] **,[  109] ,20250111_154927_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154927_foto_normalized.npy
"2025-01-11,15:49:40",[  192] ,[ 1145] *,[  644] ,[ 1320] *,[ 1415] *,[  855] ,[  567] ,[  358] ,[ 2247] **,[  109] ,20250111_154940_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_154940_foto_normalized.npy
"2025-01-11,15:50:03",[  192] ,[ 1145] *,[  644] ,[ 1318] *,[ 1414] *,[  856] ,[  567] ,[  358] ,[ 2248] **,[  109] ,20250111_155003_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155003_foto_normalized.npy
"2025-01-11,15:50:18",[  192] ,[ 1146] *,[  645] ,[ 1319] *,[ 1414] *,[  856] ,[  568] ,[  358] ,[ 2252] **,[  109] ,20250111_155018_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155018_foto_normalized.npy
"2025-01-11,15:50:31",[  192] ,[ 1145] *,[  645] ,[ 1318] *,[ 1414] *,[  856] ,[  569] ,[  358] ,[ 2251] **,[  109] ,20250111_155031_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155031_foto_normalized.npy
"2025-01-11,15:50:49",[  193] ,[ 1146] *,[  645] ,[ 1319] *,[ 1414] *,[  855] ,[  568] ,[  358] ,[ 2248] **,[  109] ,20250111_155049_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155049_foto_normalized.npy
"2025-01-11,15:51:04",[  192] ,[ 1145] *,[  645] ,[ 1318] *,[ 1414] *,[  855] ,[  568] ,[  358] ,[ 2249] **,[  109] ,20250111_155104_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155104_foto_normalized.npy
"2025-01-11,15:51:18",[  192] ,[ 1146] *,[  645] ,[ 1320] *,[ 1413] *,[  855] ,[  568] ,[  358] ,[ 2249] **,[  109] ,20250111_155118_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155118_foto_normalized.npy
"2025-01-11,15:51:37",[  234] ,[ 1532] *,[  795] ,[ 1624] *,[ 1718] *,[ 1144] *,[  722] ,[  444] ,[ 1900] *,[   93] ,20250111_155137_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155137_foto_normalized.npy
"2025-01-11,15:51:45",[  234] ,[ 1532] *,[  794] ,[ 1623] *,[ 1717] *,[ 1144] *,[  721] ,[  444] ,[ 1898] *,[   92] ,20250111_155145_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155145_foto_normalized.npy
"2025-01-11,15:51:52",[  233] ,[ 1532] *,[  794] ,[ 1623] *,[ 1717] *,[ 1143] *,[  721] ,[  444] ,[ 1896] *,[   92] ,20250111_155152_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155152_foto_normalized.npy
"2025-01-11,15:52:17",[  234] ,[ 1533] *,[  795] ,[ 1623] *,[ 1718] *,[ 1144] *,[  721] ,[  443] ,[ 1897] *,[   92] ,20250111_155217_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155217_foto_normalized.npy
"2025-01-11,15:52:32",[  233] ,[ 1527] *,[  792] ,[ 1619] *,[ 1713] *,[ 1139] *,[  719] ,[  442] ,[ 1902] *,[   93] ,20250111_155232_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155232_foto_normalized.npy
"2025-01-11,15:52:44",[  232] ,[ 1520] *,[  790] ,[ 1613] *,[ 1707] *,[ 1133] *,[  716] ,[  441] ,[ 1911] *,[   93] ,20250111_155244_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155244_foto_normalized.npy
"2025-01-11,15:52:57",[  231] ,[ 1518] *,[  790] ,[ 1612] *,[ 1706] *,[ 1132] *,[  716] ,[  441] ,[ 1913] *,[   93] ,20250111_155257_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155257_foto_normalized.npy
"2025-01-11,15:53:11",[  231] ,[ 1515] *,[  789] ,[ 1609] *,[ 1704] *,[ 1130] *,[  713] ,[  439] ,[ 1915] *,[   93] ,20250111_155311_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155311_foto_normalized.npy
"2025-01-11,15:53:27",[  230] ,[ 1514] *,[  788] ,[ 1608] *,[ 1702] *,[ 1129] *,[  713] ,[  439] ,[ 1916] *,[   93] ,20250111_155327_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155327_foto_normalized.npy
"2025-01-11,15:53:39",[  231] ,[ 1514] *,[  789] ,[ 1608] *,[ 1702] *,[ 1129] *,[  713] ,[  439] ,[ 1918] *,[   93] ,20250111_155339_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155339_foto_normalized.npy
"2025-01-11,15:53:54",[  231] ,[ 1513] *,[  789] ,[ 1607] *,[ 1702] *,[ 1128] *,[  713] ,[  439] ,[ 1921] *,[   93] ,20250111_155354_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155354_foto_normalized.npy
"2025-01-11,15:54:12",[  231] ,[ 1514] *,[  789] ,[ 1607] *,[ 1703] *,[ 1129] *,[  713] ,[  439] ,[ 1920] *,[   93] ,20250111_155412_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155412_foto_normalized.npy
"2025-01-11,15:54:25",[  229] ,[ 1505] *,[  786] ,[ 1601] *,[ 1696] *,[ 1122] *,[  709] ,[  437] ,[ 1932] *,[   94] ,20250111_155425_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155425_foto_normalized.npy
"2025-01-11,15:54:39",[  227] ,[ 1488] *,[  781] ,[ 1587] *,[ 1682] *,[ 1109] *,[  702] ,[  433] ,[ 1952] *,[   95] ,20250111_155439_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155439_foto_normalized.npy
"2025-01-11,15:54:57",[  228] ,[ 1496] *,[  784] ,[ 1593] *,[ 1688] *,[ 1115] *,[  706] ,[  436] ,[ 1941] *,[   94] ,20250111_155457_foto.jpg,bicarbonato,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/bicarbonato/numpy_files/20250111_155457_foto_normalized.npy
"2025-01-10,17:36:42",[  224] ,[ 1476] *,[  764] ,[ 1608] *,[ 1702] *,[ 1133] *,[  708] ,[  438] ,[ 1705] *,[   88] ,20250110_173642_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/conchuela/numpy_files/20250110_173642_foto_normalized.npy
"2025-01-10,17:36:51",[  223] ,[ 1470] *,[  763] ,[ 1599] *,[ 1693] *,[ 1127] *,[  705] ,[  436] ,[ 1697] *,[   87] ,20250110_173651_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/conchuela/numpy_files/20250110_173651_foto_normalized.npy
"2025-01-10,17:36:59",[  223] ,[ 1471] *,[  764] ,[ 1598] *,[ 1693] *,[ 1127] *,[  705] ,[  437] ,[ 1698] *,[   87] ,20250110_173659_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/conchuela/numpy_files/20250110_173659_foto_normalized.npy
"2025-01-10,17:37:06",[  223] ,[ 1471] *,[  763] ,[ 1599] *,[ 1693] *,[ 1127] *,[  705] ,[  436] ,[ 1698] *,[   87] ,20250110_173706_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/conchuela/numpy_files/20250110_173706_foto_normalized.npy
