date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean
"2025-01-11,14:03:27",[  184] ,[ 1099] *,[  638] ,[ 1294] *,[ 1389] *,[  842] ,[  560] ,[  358] ,[ 2103] **,[  105] ,20250111_140327_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140327_foto_normalized.npy,0.10196,0.10668,0.1114
"2025-01-11,14:03:35",[  184] ,[ 1098] *,[  638] ,[ 1295] *,[ 1388] *,[  841] ,[  560] ,[  357] ,[ 2100] **,[  105] ,20250111_140335_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140335_foto_normalized.npy,0.10084,0.10762,0.11201
"2025-01-11,14:03:44",[  183] ,[ 1098] *,[  637] ,[ 1294] *,[ 1387] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  104] ,20250111_140344_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140344_foto_normalized.npy,0.10211,0.10723,0.11127
"2025-01-11,14:03:53",[  184] ,[ 1098] *,[  637] ,[ 1293] *,[ 1386] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  105] ,20250111_140353_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140353_foto_normalized.npy,0.10231,0.10842,0.11239
"2025-01-11,14:04:00",[  183] ,[ 1097] *,[  637] ,[ 1294] *,[ 1387] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  104] ,20250111_140400_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140400_foto_normalized.npy,0.10188,0.10846,0.1114
"2025-01-11,14:04:08",[  184] ,[ 1097] *,[  637] ,[ 1294] *,[ 1388] *,[  841] ,[  560] ,[  357] ,[ 2100] **,[  105] ,20250111_140408_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140408_foto_normalized.npy,0.10135,0.10736,0.11095
"2025-01-11,14:04:15",[  183] ,[ 1097] *,[  637] ,[ 1292] *,[ 1387] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  105] ,20250111_140415_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140415_foto_normalized.npy,0.10011,0.10672,0.11125
"2025-01-11,14:04:23",[  183] ,[ 1096] *,[  637] ,[ 1293] *,[ 1386] *,[  840] ,[  559] ,[  357] ,[ 2099] **,[  105] ,20250111_140423_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140423_foto_normalized.npy,0.10067,0.10718,0.11186
"2025-01-11,14:04:32",[  183] ,[ 1096] *,[  636] ,[ 1292] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2097] **,[  104] ,20250111_140432_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140432_foto_normalized.npy,0.10137,0.1077,0.11145
"2025-01-11,14:04:40",[  183] ,[ 1097] *,[  636] ,[ 1293] *,[ 1386] *,[  840] ,[  559] ,[  357] ,[ 2100] **,[  105] ,20250111_140440_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140440_foto_normalized.npy,0.10066,0.10761,0.11188
"2025-01-11,14:04:48",[  183] ,[ 1096] *,[  636] ,[ 1291] *,[ 1385] *,[  839] ,[  559] ,[  356] ,[ 2099] **,[  105] ,20250111_140448_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140448_foto_normalized.npy,0.10111,0.10734,0.11159
"2025-01-11,14:05:04",[  183] ,[ 1095] *,[  636] ,[ 1292] *,[ 1384] *,[  839] ,[  558] ,[  357] ,[ 2098] **,[  105] ,20250111_140504_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140504_foto_normalized.npy,0.10056,0.10698,0.1114
"2025-01-11,14:05:17",[  183] ,[ 1096] *,[  636] ,[ 1292] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2099] **,[  105] ,20250111_140517_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140517_foto_normalized.npy,0.10145,0.10793,0.11193
"2025-01-11,14:05:25",[  183] ,[ 1095] *,[  635] ,[ 1291] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2099] **,[  104] ,20250111_140525_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140525_foto_normalized.npy,0.10179,0.10858,0.11235
"2025-01-11,14:05:32",[  183] ,[ 1095] *,[  635] ,[ 1291] *,[ 1384] *,[  839] ,[  558] ,[  356] ,[ 2097] **,[  104] ,20250111_140532_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140532_foto_normalized.npy,0.10076,0.10746,0.1111
"2025-01-11,14:05:44",[  183] ,[ 1095] *,[  635] ,[ 1291] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2097] **,[  104] ,20250111_140544_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140544_foto_normalized.npy,0.10131,0.10779,0.11191
"2025-01-11,14:05:51",[  183] ,[ 1094] *,[  635] ,[ 1290] *,[ 1384] *,[  838] ,[  558] ,[  356] ,[ 2095] **,[  104] ,20250111_140551_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140551_foto_normalized.npy,0.10163,0.1081,0.11117
"2025-01-11,14:06:00",[  183] ,[ 1094] *,[  635] ,[ 1290] *,[ 1384] *,[  838] ,[  558] ,[  356] ,[ 2096] **,[  104] ,20250111_140600_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140600_foto_normalized.npy,0.10162,0.10673,0.10972
"2025-01-11,14:06:07",[  183] ,[ 1094] *,[  634] ,[ 1289] *,[ 1383] *,[  838] ,[  558] ,[  356] ,[ 2095] **,[  104] ,20250111_140607_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140607_foto_normalized.npy,0.10035,0.10613,0.11118
"2025-01-11,14:06:15",[  182] ,[ 1094] *,[  634] ,[ 1290] *,[ 1383] *,[  838] ,[  558] ,[  356] ,[ 2094] **,[  104] ,20250111_140615_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140615_foto_normalized.npy,0.10143,0.10699,0.11156
"2025-01-11,14:06:23",[  182] ,[ 1094] *,[  634] ,[ 1289] *,[ 1382] *,[  837] ,[  558] ,[  356] ,[ 2096] **,[  104] ,20250111_140623_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140623_foto_normalized.npy,0.10162,0.10786,0.11171
"2025-01-11,14:06:32",[  182] ,[ 1093] *,[  634] ,[ 1289] *,[ 1383] *,[  837] ,[  558] ,[  356] ,[ 2098] **,[  104] ,20250111_140632_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140632_foto_normalized.npy,0.10041,0.10724,0.11131
"2025-01-11,14:06:40",[  183] ,[ 1093] *,[  634] ,[ 1289] *,[ 1382] *,[  837] ,[  557] ,[  356] ,[ 2096] **,[  104] ,20250111_140640_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140640_foto_normalized.npy,0.1009,0.10719,0.11168
"2025-01-11,14:06:48",[  182] ,[ 1093] *,[  634] ,[ 1288] *,[ 1382] *,[  837] ,[  558] ,[  356] ,[ 2097] **,[  104] ,20250111_140648_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140648_foto_normalized.npy,0.10089,0.10777,0.11165
"2025-01-11,14:06:55",[  182] ,[ 1093] *,[  634] ,[ 1289] *,[ 1382] *,[  837] ,[  558] ,[  356] ,[ 2098] **,[  104] ,20250111_140655_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140655_foto_normalized.npy,0.10065,0.10808,0.11128
"2025-01-11,14:07:02",[  182] ,[ 1092] *,[  634] ,[ 1288] *,[ 1382] *,[  837] ,[  557] ,[  356] ,[ 2096] **,[  104] ,20250111_140702_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140702_foto_normalized.npy,0.10087,0.1069,0.11075
"2025-01-11,14:07:10",[  182] ,[ 1092] *,[  633] ,[ 1287] *,[ 1381] *,[  836] ,[  557] ,[  356] ,[ 2094] **,[  104] ,20250111_140710_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140710_foto_normalized.npy,0.10089,0.10669,0.11064
"2025-01-11,14:07:20",[  182] ,[ 1093] *,[  634] ,[ 1289] *,[ 1382] *,[  837] ,[  557] ,[  356] ,[ 2095] **,[  104] ,20250111_140720_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140720_foto_normalized.npy,0.10046,0.10629,0.11066
"2025-01-11,14:07:28",[  182] ,[ 1092] *,[  633] ,[ 1288] *,[ 1382] *,[  837] ,[  558] ,[  356] ,[ 2096] **,[  105] ,20250111_140728_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140728_foto_normalized.npy,0.10094,0.10766,0.11099
"2025-01-11,14:08:06",[  182] ,[ 1092] *,[  633] ,[ 1287] *,[ 1381] *,[  837] ,[  557] ,[  356] ,[ 2094] **,[  104] ,20250111_140806_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140806_foto_normalized.npy,0.10078,0.10757,0.11168
"2025-01-11,14:08:14",[  182] ,[ 1092] *,[  632] ,[ 1288] *,[ 1381] *,[  837] ,[  557] ,[  356] ,[ 2096] **,[  104] ,20250111_140814_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140814_foto_normalized.npy,0.10068,0.10777,0.11267
"2025-01-11,14:08:22",[  182] ,[ 1092] *,[  633] ,[ 1288] *,[ 1381] *,[  837] ,[  557] ,[  355] ,[ 2096] **,[  104] ,20250111_140822_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140822_foto_normalized.npy,0.10096,0.10722,0.11132
"2025-01-11,14:08:31",[  182] ,[ 1092] *,[  633] ,[ 1288] *,[ 1381] *,[  837] ,[  557] ,[  356] ,[ 2097] **,[  104] ,20250111_140831_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140831_foto_normalized.npy,0.10156,0.10756,0.1118
"2025-01-11,14:08:40",[  182] ,[ 1092] *,[  633] ,[ 1288] *,[ 1382] *,[  837] ,[  558] ,[  356] ,[ 2097] **,[  104] ,20250111_140840_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140840_foto_normalized.npy,0.10188,0.10772,0.11157
"2025-01-11,14:08:47",[  182] ,[ 1092] *,[  633] ,[ 1288] *,[ 1381] *,[  836] ,[  557] ,[  356] ,[ 2096] **,[  105] ,20250111_140847_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140847_foto_normalized.npy,0.09994,0.10728,0.11185
"2025-01-11,14:08:56",[  182] ,[ 1092] *,[  633] ,[ 1287] *,[ 1381] *,[  836] ,[  557] ,[  355] ,[ 2096] **,[  104] ,20250111_140856_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140856_foto_normalized.npy,0.10219,0.10726,0.11164
"2025-01-11,14:09:03",[  182] ,[ 1091] *,[  632] ,[ 1287] *,[ 1380] *,[  836] ,[  557] ,[  356] ,[ 2094] **,[  104] ,20250111_140903_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140903_foto_normalized.npy,0.10205,0.10831,0.11226
"2025-01-11,14:09:11",[  182] ,[ 1090] *,[  632] ,[ 1286] *,[ 1381] *,[  836] ,[  557] ,[  355] ,[ 2093] **,[  104] ,20250111_140911_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140911_foto_normalized.npy,0.10234,0.10661,0.11113
"2025-01-11,14:09:24",[  182] ,[ 1074] *,[  624] ,[ 1272] *,[ 1367] *,[  823] ,[  551] ,[  351] ,[ 2117] **,[  105] ,20250111_140924_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140924_foto_normalized.npy,0.10111,0.10839,0.11093
"2025-01-11,14:09:37",[  182] ,[ 1074] *,[  624] ,[ 1274] *,[ 1368] *,[  823] ,[  551] ,[  352] ,[ 2117] **,[  105] ,20250111_140937_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140937_foto_normalized.npy,0.10049,0.10777,0.11149
"2025-01-11,14:09:49",[  182] ,[ 1076] *,[  625] ,[ 1275] *,[ 1369] *,[  824] ,[  551] ,[  351] ,[ 2121] **,[  105] ,20250111_140949_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_140949_foto_normalized.npy,0.1004,0.1064,0.11002
"2025-01-11,14:10:06",[  184] ,[ 1111] *,[  642] ,[ 1304] *,[ 1398] *,[  850] ,[  564] ,[  359] ,[ 2094] **,[  104] ,20250111_141006_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141006_foto_normalized.npy,0.10211,0.10768,0.11239
"2025-01-11,14:10:26",[  183] ,[ 1078] *,[  626] ,[ 1277] *,[ 1370] *,[  825] ,[  551] ,[  352] ,[ 2124] **,[  105] ,20250111_141026_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141026_foto_normalized.npy,0.10191,0.10843,0.11162
"2025-01-11,14:10:52",[  183] ,[ 1080] *,[  626] ,[ 1279] *,[ 1373] *,[  826] ,[  551] ,[  352] ,[ 2127] **,[  106] ,20250111_141052_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141052_foto_normalized.npy,0.10198,0.10769,0.11171
"2025-01-11,14:11:04",[  183] ,[ 1078] *,[  626] ,[ 1278] *,[ 1371] *,[  826] ,[  551] ,[  352] ,[ 2125] **,[  106] ,20250111_141104_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141104_foto_normalized.npy,0.10178,0.10851,0.11284
"2025-01-11,14:11:21",[  183] ,[ 1077] *,[  626] ,[ 1276] *,[ 1370] *,[  825] ,[  551] ,[  351] ,[ 2123] **,[  106] ,20250111_141121_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141121_foto_normalized.npy,0.09898,0.10719,0.1115
"2025-01-11,14:11:35",[  183] ,[ 1077] *,[  625] ,[ 1276] *,[ 1369] *,[  825] ,[  550] ,[  351] ,[ 2122] **,[  105] ,20250111_141135_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141135_foto_normalized.npy,0.09898,0.10755,0.11171
"2025-01-11,14:11:55",[  183] ,[ 1077] *,[  626] ,[ 1276] *,[ 1369] *,[  824] ,[  551] ,[  351] ,[ 2122] **,[  106] ,20250111_141155_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141155_foto_normalized.npy,0.09983,0.10747,0.11183
"2025-01-11,14:12:12",[  183] ,[ 1078] *,[  626] ,[ 1276] *,[ 1370] *,[  825] ,[  551] ,[  351] ,[ 2124] **,[  105] ,20250111_141212_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141212_foto_normalized.npy,0.10042,0.10722,0.11115
"2025-01-11,14:12:26",[  183] ,[ 1078] *,[  626] ,[ 1277] *,[ 1370] *,[  825] ,[  551] ,[  352] ,[ 2124] **,[  106] ,20250111_141226_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141226_foto_normalized.npy,0.10053,0.10723,0.11175
"2025-01-11,14:12:43",[  183] ,[ 1077] *,[  626] ,[ 1277] *,[ 1370] *,[  825] ,[  551] ,[  352] ,[ 2123] **,[  105] ,20250111_141243_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141243_foto_normalized.npy,0.10115,0.10693,0.11075
"2025-01-11,14:12:55",[  183] ,[ 1077] *,[  626] ,[ 1275] *,[ 1369] *,[  825] ,[  551] ,[  352] ,[ 2123] **,[  106] ,20250111_141255_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141255_foto_normalized.npy,0.10048,0.10738,0.11153
"2025-01-11,14:13:06",[  183] ,[ 1077] *,[  626] ,[ 1276] *,[ 1370] *,[  825] ,[  551] ,[  351] ,[ 2123] **,[  106] ,20250111_141306_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141306_foto_normalized.npy,0.10194,0.10844,0.11104
"2025-01-11,14:13:16",[  182] ,[ 1076] *,[  626] ,[ 1274] *,[ 1370] *,[  825] ,[  551] ,[  351] ,[ 2123] **,[  105] ,20250111_141316_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141316_foto_normalized.npy,0.10212,0.10879,0.1111
"2025-01-11,14:13:28",[  183] ,[ 1078] *,[  627] ,[ 1276] *,[ 1370] *,[  825] ,[  552] ,[  352] ,[ 2124] **,[  106] ,20250111_141328_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141328_foto_normalized.npy,0.10225,0.10735,0.11081
"2025-01-11,14:13:40",[  185] ,[ 1124] *,[  649] ,[ 1315] *,[ 1409] *,[  861] ,[  570] ,[  363] ,[ 2086] **,[  104] ,20250111_141340_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141340_foto_normalized.npy,0.10255,0.10898,0.11279
"2025-01-11,14:13:51",[  185] ,[ 1122] *,[  648] ,[ 1312] *,[ 1407] *,[  860] ,[  570] ,[  362] ,[ 2086] **,[  104] ,20250111_141351_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141351_foto_normalized.npy,0.10154,0.10911,0.11305
"2025-01-11,14:14:02",[  185] ,[ 1121] *,[  648] ,[ 1313] *,[ 1407] *,[  859] ,[  570] ,[  363] ,[ 2091] **,[  104] ,20250111_141402_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141402_foto_normalized.npy,0.10075,0.10862,0.1128
"2025-01-11,14:14:19",[  182] ,[ 1076] *,[  626] ,[ 1276] *,[ 1369] *,[  824] ,[  551] ,[  352] ,[ 2124] **,[  105] ,20250111_141419_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141419_foto_normalized.npy,0.10236,0.10714,0.11083
"2025-01-11,14:14:30",[  183] ,[ 1077] *,[  627] ,[ 1277] *,[ 1370] *,[  825] ,[  551] ,[  352] ,[ 2125] **,[  106] ,20250111_141430_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141430_foto_normalized.npy,0.10122,0.10685,0.11109
"2025-01-11,14:14:43",[  183] ,[ 1079] *,[  627] ,[ 1278] *,[ 1371] *,[  826] ,[  551] ,[  352] ,[ 2126] **,[  106] ,20250111_141443_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141443_foto_normalized.npy,0.10258,0.10893,0.11163
"2025-01-11,14:14:54",[  183] ,[ 1078] *,[  627] ,[ 1277] *,[ 1371] *,[  825] ,[  551] ,[  352] ,[ 2125] **,[  106] ,20250111_141454_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141454_foto_normalized.npy,0.10154,0.10842,0.11232
"2025-01-11,14:15:15",[  183] ,[ 1076] *,[  626] ,[ 1275] *,[ 1371] *,[  825] ,[  551] ,[  352] ,[ 2122] **,[  105] ,20250111_141515_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141515_foto_normalized.npy,0.10157,0.10889,0.11285
